finding_id,sequence_start,sequence_end,successful_login_time,source_ip,successful_username,failed_attempt_count,backup_failed_attempt_count,distinct_usernames_targeted,event_time,event_role,event_type,targeted_username,source_port,command,raw_line
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:11:06,failed_attempt,failed_password,deploy,62559,,Jul 11 02:11:06 backup01 sshd[9544]: Failed password for deploy from 203.0.113.89 port 62559 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:11:08,failed_attempt,failed_password,root,43286,,Jul 11 02:11:08 backup01 sshd[1924]: Failed password for root from 203.0.113.89 port 43286 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:11:09,failed_attempt,failed_password,backup,55142,,Jul 11 02:11:09 backup01 sshd[4730]: Failed password for backup from 203.0.113.89 port 55142 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:11:49,failed_attempt,failed_password,admin,53585,,Jul 11 02:11:49 backup01 sshd[7252]: Failed password for invalid user admin from 203.0.113.89 port 53585 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:11:55,failed_attempt,failed_password,backup,54050,,Jul 11 02:11:55 backup01 sshd[4620]: Failed password for backup from 203.0.113.89 port 54050 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:12:05,failed_attempt,failed_password,oracle,63563,,Jul 11 02:12:05 backup01 sshd[4933]: Failed password for invalid user oracle from 203.0.113.89 port 63563 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:12:10,failed_attempt,failed_password,backup,36975,,Jul 11 02:12:10 backup01 sshd[1589]: Failed password for backup from 203.0.113.89 port 36975 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:12:35,failed_attempt,failed_password,backup,43384,,Jul 11 02:12:35 backup01 sshd[8514]: Failed password for backup from 203.0.113.89 port 43384 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:12:46,failed_attempt,failed_password,backup,55809,,Jul 11 02:12:46 backup01 sshd[9747]: Failed password for backup from 203.0.113.89 port 55809 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:12:53,failed_attempt,failed_password,backup,40692,,Jul 11 02:12:53 backup01 sshd[4132]: Failed password for backup from 203.0.113.89 port 40692 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:12:58,failed_attempt,failed_password,postgres,50747,,Jul 11 02:12:58 backup01 sshd[6375]: Failed password for postgres from 203.0.113.89 port 50747 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:13:02,failed_attempt,failed_password,deploy,49034,,Jul 11 02:13:02 backup01 sshd[3572]: Failed password for deploy from 203.0.113.89 port 49034 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:13:24,failed_attempt,failed_password,backup,56844,,Jul 11 02:13:24 backup01 sshd[7995]: Failed password for backup from 203.0.113.89 port 56844 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:13:27,failed_attempt,failed_password,backup,48477,,Jul 11 02:13:27 backup01 sshd[6711]: Failed password for backup from 203.0.113.89 port 48477 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:13:31,failed_attempt,failed_password,root,47796,,Jul 11 02:13:31 backup01 sshd[9050]: Failed password for root from 203.0.113.89 port 47796 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:13:45,failed_attempt,failed_password,backup,30333,,Jul 11 02:13:45 backup01 sshd[9631]: Failed password for backup from 203.0.113.89 port 30333 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:13:56,failed_attempt,failed_password,deploy,56570,,Jul 11 02:13:56 backup01 sshd[4361]: Failed password for deploy from 203.0.113.89 port 56570 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:14:00,failed_attempt,failed_password,backup,48063,,Jul 11 02:14:00 backup01 sshd[9401]: Failed password for backup from 203.0.113.89 port 48063 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:14:22,failed_attempt,failed_password,root,56517,,Jul 11 02:14:22 backup01 sshd[5247]: Failed password for root from 203.0.113.89 port 56517 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:14:35,failed_attempt,failed_password,root,38608,,Jul 11 02:14:35 backup01 sshd[8718]: Failed password for root from 203.0.113.89 port 38608 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:14:36,failed_attempt,failed_password,backup,30963,,Jul 11 02:14:36 backup01 sshd[6348]: Failed password for backup from 203.0.113.89 port 30963 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:14:37,failed_attempt,failed_password,root,51549,,Jul 11 02:14:37 backup01 sshd[4688]: Failed password for root from 203.0.113.89 port 51549 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:14:42,failed_attempt,failed_password,root,44413,,Jul 11 02:14:42 backup01 sshd[4626]: Failed password for root from 203.0.113.89 port 44413 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:14:43,failed_attempt,failed_password,root,42669,,Jul 11 02:14:43 backup01 sshd[3152]: Failed password for root from 203.0.113.89 port 42669 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:15:16,failed_attempt,failed_password,oracle,37924,,Jul 11 02:15:16 backup01 sshd[7777]: Failed password for invalid user oracle from 203.0.113.89 port 37924 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:15:27,failed_attempt,failed_password,root,43442,,Jul 11 02:15:27 backup01 sshd[8099]: Failed password for root from 203.0.113.89 port 43442 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:15:32,failed_attempt,failed_password,oracle,54974,,Jul 11 02:15:32 backup01 sshd[3238]: Failed password for invalid user oracle from 203.0.113.89 port 54974 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:15:45,failed_attempt,failed_password,postgres,31372,,Jul 11 02:15:45 backup01 sshd[2596]: Failed password for postgres from 203.0.113.89 port 31372 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:15:51,failed_attempt,failed_password,root,58795,,Jul 11 02:15:51 backup01 sshd[6590]: Failed password for root from 203.0.113.89 port 58795 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:16:03,failed_attempt,failed_password,root,40795,,Jul 11 02:16:03 backup01 sshd[4513]: Failed password for root from 203.0.113.89 port 40795 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:16:03,failed_attempt,max_auth_attempts,root,55091,,Jul 11 02:16:03 backup01 sshd[8266]: error: maximum authentication attempts exceeded for root from 203.0.113.89 port 55091 ssh2 [preauth]
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:16:19,failed_attempt,failed_password,root,53664,,Jul 11 02:16:19 backup01 sshd[4295]: Failed password for root from 203.0.113.89 port 53664 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:16:43,failed_attempt,failed_password,deploy,53458,,Jul 11 02:16:43 backup01 sshd[1829]: Failed password for deploy from 203.0.113.89 port 53458 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:16:55,failed_attempt,failed_password,postgres,33343,,Jul 11 02:16:55 backup01 sshd[5732]: Failed password for postgres from 203.0.113.89 port 33343 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:16:59,failed_attempt,failed_password,oracle,34638,,Jul 11 02:16:59 backup01 sshd[9397]: Failed password for invalid user oracle from 203.0.113.89 port 34638 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:17:13,failed_attempt,failed_password,root,48149,,Jul 11 02:17:13 backup01 sshd[9448]: Failed password for root from 203.0.113.89 port 48149 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:17:19,failed_attempt,failed_password,root,38801,,Jul 11 02:17:19 backup01 sshd[8177]: Failed password for root from 203.0.113.89 port 38801 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:17:43,failed_attempt,failed_password,root,54511,,Jul 11 02:17:43 backup01 sshd[4342]: Failed password for root from 203.0.113.89 port 54511 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:17:57,failed_attempt,failed_password,admin,46223,,Jul 11 02:17:57 backup01 sshd[8857]: Failed password for invalid user admin from 203.0.113.89 port 46223 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:17:58,failed_attempt,failed_password,admin,50762,,Jul 11 02:17:58 backup01 sshd[7902]: Failed password for invalid user admin from 203.0.113.89 port 50762 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:18:05,failed_attempt,failed_password,root,46004,,Jul 11 02:18:05 backup01 sshd[3504]: Failed password for root from 203.0.113.89 port 46004 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:18:35,failed_attempt,failed_password,postgres,40860,,Jul 11 02:18:35 backup01 sshd[9798]: Failed password for postgres from 203.0.113.89 port 40860 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:18:41,failed_attempt,failed_password,admin,49924,,Jul 11 02:18:41 backup01 sshd[6094]: Failed password for invalid user admin from 203.0.113.89 port 49924 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:19:20,failed_attempt,failed_password,deploy,49627,,Jul 11 02:19:20 backup01 sshd[6545]: Failed password for deploy from 203.0.113.89 port 49627 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:19:22,failed_attempt,failed_password,deploy,57983,,Jul 11 02:19:22 backup01 sshd[7407]: Failed password for deploy from 203.0.113.89 port 57983 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:19:31,failed_attempt,failed_password,backup,61517,,Jul 11 02:19:31 backup01 sshd[7557]: Failed password for backup from 203.0.113.89 port 61517 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:19:31,failed_attempt,max_auth_attempts,backup,36292,,Jul 11 02:19:31 backup01 sshd[4695]: error: maximum authentication attempts exceeded for backup from 203.0.113.89 port 36292 ssh2 [preauth]
