accepted_time,username,source_ip,source_port,preceding_window_minutes,preceding_failed_password_count,prior_accepted_logins_from_source,is_peak_attack_window,same_timestamp_sudo_count,same_timestamp_sudo_commands,established_source_baseline,baseline_multiple,detection_threshold,alert_triggered
2026-07-08 15:48:09,backup,192.0.2.11,56522,60,3,13,False,1,/usr/bin/apt update,3,1.0,20,False
2026-07-08 15:50:31,backup,192.0.2.11,54018,60,3,14,False,0,,3,1.0,20,False
2026-07-08 16:22:34,backup,198.51.100.25,50425,60,0,12,False,1,/usr/bin/systemctl status ssh,3,0.0,20,False
2026-07-08 16:53:34,backup,192.0.2.10,51575,60,0,11,False,0,,3,0.0,20,False
2026-07-08 16:54:13,backup,198.51.100.24,54600,60,0,21,False,0,,3,0.0,20,False
2026-07-08 16:59:10,backup,198.51.100.23,46127,60,0,14,False,0,,3,0.0,20,False
2026-07-08 17:11:55,backup,192.0.2.12,61135,60,0,12,False,1,/usr/bin/journalctl -n 50,3,0.0,20,False
2026-07-08 17:38:39,backup,192.0.2.12,47362,60,0,13,False,0,,3,0.0,20,False
2026-07-08 17:53:55,backup,192.0.2.11,45711,60,0,15,False,0,,3,0.0,20,False
2026-07-08 17:57:22,backup,198.51.100.26,53655,60,0,10,False,0,,3,0.0,20,False
2026-07-08 18:01:37,backup,198.51.100.25,64750,60,0,13,False,0,,3,0.0,20,False
2026-07-08 18:01:47,backup,198.51.100.24,35439,60,0,22,False,0,,3,0.0,20,False
2026-07-08 18:10:13,backup,198.51.100.26,48753,60,0,11,False,0,,3,0.0,20,False
2026-07-08 18:10:35,backup,192.0.2.31,64394,60,0,7,False,0,,3,0.0,20,False
2026-07-08 18:24:49,backup,192.0.2.11,43613,60,0,16,False,0,,3,0.0,20,False
2026-07-08 18:34:43,backup,192.0.2.40,64745,60,0,11,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-08 18:41:46,backup,198.51.100.24,50478,60,0,23,False,1,/usr/bin/apt update,3,0.0,20,False
2026-07-08 18:55:52,backup,192.0.2.20,30509,60,0,11,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-08 18:59:54,backup,198.51.100.26,56513,60,0,12,False,0,,3,0.0,20,False
2026-07-08 19:23:35,backup,192.0.2.40,35452,60,0,12,False,0,,3,0.0,20,False
2026-07-08 20:05:54,backup,192.0.2.31,33609,60,1,8,False,0,,3,0.3,20,False
2026-07-08 20:28:03,backup,198.51.100.26,36458,60,0,13,False,0,,3,0.0,20,False
2026-07-08 22:01:27,backup,192.0.2.20,44460,60,0,12,False,0,,3,0.0,20,False
2026-07-08 23:30:31,backup,198.51.100.25,53927,60,0,14,False,0,,3,0.0,20,False
2026-07-09 01:38:44,backup,192.0.2.10,42331,60,0,12,True,0,,3,0.0,20,False
2026-07-09 03:00:50,backup,192.0.2.11,33920,60,0,17,True,0,,3,0.0,20,False
2026-07-09 03:14:44,backup,192.0.2.12,30642,60,0,14,True,0,,3,0.0,20,False
2026-07-09 04:05:32,backup,192.0.2.40,35095,60,1,13,True,0,,3,0.3,20,False
2026-07-09 05:33:46,backup,198.51.100.26,39125,60,0,14,True,0,,3,0.0,20,False
2026-07-09 07:41:18,backup,192.0.2.21,38997,60,0,13,False,0,,3,0.0,20,False
2026-07-09 08:25:41,backup,198.51.100.25,39750,60,0,15,False,0,,3,0.0,20,False
2026-07-09 08:27:23,backup,192.0.2.10,49566,60,1,13,False,0,,3,0.3,20,False
2026-07-09 08:50:26,backup,192.0.2.21,48129,60,0,14,False,0,,3,0.0,20,False
2026-07-09 09:41:17,backup,192.0.2.30,60322,60,0,14,False,0,,3,0.0,20,False
2026-07-09 09:41:31,backup,198.51.100.26,34164,60,0,15,False,0,,3,0.0,20,False
2026-07-09 09:47:39,backup,198.51.100.24,30319,60,0,24,False,0,,3,0.0,20,False
2026-07-09 09:54:34,backup,192.0.2.21,53984,60,0,15,False,0,,3,0.0,20,False
2026-07-09 10:07:14,backup,192.0.2.30,59928,60,0,15,False,0,,3,0.0,20,False
2026-07-09 10:09:51,backup,192.0.2.30,52072,60,0,16,False,0,,3,0.0,20,False
2026-07-09 10:39:05,backup,198.51.100.25,58581,60,0,16,False,0,,3,0.0,20,False
2026-07-09 10:46:43,backup,192.0.2.10,33175,60,0,14,False,0,,3,0.0,20,False
2026-07-09 11:01:33,backup,198.51.100.25,58161,60,0,17,False,0,,3,0.0,20,False
2026-07-09 11:07:59,backup,192.0.2.12,40376,60,0,15,False,0,,3,0.0,20,False
2026-07-09 11:16:39,backup,192.0.2.30,51742,60,0,17,False,0,,3,0.0,20,False
2026-07-09 11:18:06,backup,198.51.100.26,46877,60,0,16,False,0,,3,0.0,20,False
2026-07-09 11:28:16,backup,198.51.100.26,62286,60,0,17,False,0,,3,0.0,20,False
2026-07-09 11:30:08,backup,198.51.100.24,52261,60,0,25,False,0,,3,0.0,20,False
2026-07-09 11:40:21,backup,198.51.100.24,38742,60,0,26,False,0,,3,0.0,20,False
2026-07-09 11:42:44,backup,192.0.2.12,36202,60,0,16,False,0,,3,0.0,20,False
2026-07-09 11:52:50,backup,192.0.2.31,42781,60,0,9,False,1,/usr/bin/journalctl -n 50,3,0.0,20,False
2026-07-09 11:55:11,backup,192.0.2.21,34748,60,0,16,False,0,,3,0.0,20,False
2026-07-09 12:18:18,backup,192.0.2.21,51612,60,0,17,False,0,,3,0.0,20,False
2026-07-09 12:38:51,backup,198.51.100.25,58371,60,1,18,False,0,,3,0.3,20,False
2026-07-09 12:42:37,backup,192.0.2.20,46395,60,1,13,False,0,,3,0.3,20,False
2026-07-09 12:45:45,backup,192.0.2.20,31781,60,1,14,False,0,,3,0.3,20,False
2026-07-09 12:52:51,backup,192.0.2.21,54206,60,0,18,False,0,,3,0.0,20,False
2026-07-09 13:06:01,backup,198.51.100.23,40543,60,0,15,False,0,,3,0.0,20,False
2026-07-09 13:23:46,backup,198.51.100.23,51038,60,0,16,False,0,,3,0.0,20,False
2026-07-09 13:25:10,backup,198.51.100.26,61231,60,0,18,False,0,,3,0.0,20,False
2026-07-09 13:34:45,backup,192.0.2.40,47739,60,0,14,False,0,,3,0.0,20,False
2026-07-09 13:44:43,backup,198.51.100.26,59101,60,1,19,False,0,,3,0.3,20,False
2026-07-09 13:52:15,backup,198.51.100.23,46822,60,0,17,False,0,,3,0.0,20,False
2026-07-09 14:29:14,backup,198.51.100.24,33310,60,1,27,False,0,,3,0.3,20,False
2026-07-09 15:18:06,backup,192.0.2.11,46216,60,0,18,False,0,,3,0.0,20,False
2026-07-09 15:21:48,backup,192.0.2.20,59296,60,0,15,False,0,,3,0.0,20,False
2026-07-09 15:44:26,backup,198.51.100.23,48922,60,0,18,False,0,,3,0.0,20,False
2026-07-09 15:55:02,backup,192.0.2.11,36081,60,0,19,False,0,,3,0.0,20,False
2026-07-09 16:47:12,backup,192.0.2.31,52311,60,1,10,False,0,,3,0.3,20,False
2026-07-09 17:28:43,backup,198.51.100.25,35097,60,0,19,False,0,,3,0.0,20,False
2026-07-09 17:35:00,backup,192.0.2.12,33886,60,0,17,False,1,/usr/bin/journalctl -n 50,3,0.0,20,False
2026-07-09 17:57:23,backup,198.51.100.24,55883,60,0,28,False,0,,3,0.0,20,False
2026-07-09 18:41:18,backup,192.0.2.20,45681,60,0,16,False,0,,3,0.0,20,False
2026-07-09 18:45:11,backup,198.51.100.24,43715,60,0,29,False,0,,3,0.0,20,False
2026-07-09 22:18:34,backup,198.51.100.25,59542,60,0,20,False,0,,3,0.0,20,False
2026-07-09 22:43:57,backup,192.0.2.21,53896,60,0,19,False,0,,3,0.0,20,False
2026-07-10 02:38:31,backup,192.0.2.31,57551,60,0,11,True,0,,3,0.0,20,False
2026-07-10 02:42:18,backup,192.0.2.20,30786,60,0,17,True,0,,3,0.0,20,False
2026-07-10 03:23:35,backup,192.0.2.40,47313,60,0,15,True,0,,3,0.0,20,False
2026-07-10 08:06:38,backup,198.51.100.23,50513,60,0,19,False,0,,3,0.0,20,False
2026-07-10 08:16:37,backup,198.51.100.24,47404,60,0,30,False,0,,3,0.0,20,False
2026-07-10 08:28:52,backup,198.51.100.26,63342,60,0,20,False,0,,3,0.0,20,False
2026-07-10 08:51:25,backup,198.51.100.23,43947,60,0,20,False,0,,3,0.0,20,False
2026-07-10 08:57:24,backup,198.51.100.25,61769,60,1,21,False,0,,3,0.3,20,False
2026-07-10 09:06:49,backup,198.51.100.23,41458,60,0,21,False,0,,3,0.0,20,False
2026-07-10 09:18:02,backup,192.0.2.20,54791,60,1,18,False,0,,3,0.3,20,False
2026-07-10 09:23:55,backup,198.51.100.25,30577,60,2,22,False,1,/usr/bin/apt update,3,0.7,20,False
2026-07-10 09:26:29,backup,198.51.100.25,41290,60,2,23,False,1,/usr/bin/systemctl status ssh,3,0.7,20,False
2026-07-10 09:47:10,backup,192.0.2.12,49412,60,1,18,False,0,,3,0.3,20,False
2026-07-10 09:50:34,backup,192.0.2.21,41625,60,0,20,False,0,,3,0.0,20,False
2026-07-10 10:11:37,backup,198.51.100.25,42168,60,0,24,False,0,,3,0.0,20,False
2026-07-10 10:20:40,backup,192.0.2.10,50529,60,0,15,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-10 10:32:59,backup,192.0.2.20,30921,60,0,19,False,1,/usr/bin/systemctl status ssh,3,0.0,20,False
2026-07-10 10:42:25,backup,192.0.2.12,42258,60,1,19,False,0,,3,0.3,20,False
2026-07-10 10:44:47,backup,192.0.2.10,37024,60,0,16,False,0,,3,0.0,20,False
2026-07-10 11:25:33,backup,198.51.100.24,41710,60,0,31,False,0,,3,0.0,20,False
2026-07-10 11:46:24,backup,192.0.2.12,56590,60,0,20,False,0,,3,0.0,20,False
2026-07-10 11:55:16,backup,192.0.2.31,36551,60,0,12,False,0,,3,0.0,20,False
2026-07-10 12:00:21,backup,198.51.100.24,50941,60,0,32,False,0,,3,0.0,20,False
2026-07-10 12:02:31,backup,198.51.100.25,46166,60,0,25,False,0,,3,0.0,20,False
2026-07-10 12:03:42,backup,192.0.2.40,39706,60,1,16,False,0,,3,0.3,20,False
2026-07-10 12:08:19,backup,198.51.100.24,35227,60,0,33,False,0,,3,0.0,20,False
2026-07-10 12:28:42,backup,192.0.2.30,34859,60,0,18,False,1,/usr/bin/du -sh /var/log,3,0.0,20,False
2026-07-10 13:05:16,backup,192.0.2.40,53954,60,0,17,False,0,,3,0.0,20,False
2026-07-10 13:19:12,backup,192.0.2.40,41433,60,0,18,False,0,,3,0.0,20,False
2026-07-10 13:24:40,backup,198.51.100.25,56103,60,0,26,False,0,,3,0.0,20,False
2026-07-10 13:36:38,backup,192.0.2.12,40130,60,1,21,False,0,,3,0.3,20,False
2026-07-10 14:17:18,backup,198.51.100.23,34842,60,0,22,False,0,,3,0.0,20,False
2026-07-10 14:53:38,backup,192.0.2.31,44553,60,0,13,False,0,,3,0.0,20,False
2026-07-10 14:54:22,backup,198.51.100.25,37793,60,0,27,False,0,,3,0.0,20,False
2026-07-10 14:59:15,backup,192.0.2.21,60597,60,0,21,False,0,,3,0.0,20,False
2026-07-10 15:18:21,backup,192.0.2.12,32785,60,0,22,False,0,,3,0.0,20,False
2026-07-10 15:20:47,backup,192.0.2.10,48116,60,0,17,False,0,,3,0.0,20,False
2026-07-10 15:56:09,backup,192.0.2.21,55877,60,0,22,False,0,,3,0.0,20,False
2026-07-10 16:30:08,backup,198.51.100.24,50662,60,0,34,False,0,,3,0.0,20,False
2026-07-10 16:30:27,backup,192.0.2.30,61972,60,0,19,False,0,,3,0.0,20,False
2026-07-10 16:41:50,backup,192.0.2.12,49445,60,0,23,False,0,,3,0.0,20,False
2026-07-10 16:47:26,backup,198.51.100.26,53400,60,0,21,False,0,,3,0.0,20,False
2026-07-10 16:54:06,backup,192.0.2.31,38202,60,0,14,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-10 16:55:22,backup,192.0.2.40,57533,60,0,19,False,0,,3,0.0,20,False
2026-07-10 17:10:13,backup,198.51.100.26,63807,60,0,22,False,0,,3,0.0,20,False
2026-07-10 17:11:23,backup,198.51.100.25,60626,60,1,28,False,0,,3,0.3,20,False
2026-07-10 17:15:59,backup,198.51.100.23,42122,60,0,23,False,0,,3,0.0,20,False
2026-07-10 17:31:35,backup,192.0.2.31,30412,60,0,15,False,0,,3,0.0,20,False
2026-07-10 17:42:36,backup,192.0.2.30,53054,60,1,20,False,1,/usr/bin/systemctl restart apache2,3,0.3,20,False
2026-07-10 17:58:58,backup,192.0.2.30,60322,60,0,21,False,0,,3,0.0,20,False
2026-07-10 18:10:25,backup,192.0.2.11,57022,60,0,20,False,0,,3,0.0,20,False
